pokemon,format,won,lost,moves
Horsea,[Gen 1] UBERS,5,3,[]
Horsea,[Gen 2] NU,0,2,"['Hydro Pump', 'Ice Beam']"
Horsea,[Gen 2] OU,4,4,"['Agility', 'Dragon Breath', 'Hidden Power', 'Ice Beam', 'Smokescreen', 'Surf']"
Horsea,[Gen 2] UBERS,1,2,"['Ice Beam', 'Rest', 'Sleep Talk', 'Surf']"
Horsea,[Gen 2] UU,0,1,['Hidden Power']
Horsea,[Gen 3] NU,8,15,"['Hidden Power', 'Hydro Pump', 'Ice Beam', 'Rain Dance', 'Surf']"
Horsea,[Gen 3] OU,37,37,"['Attract', 'Hidden Power', 'Hydro Pump', 'Ice Beam', 'Icy Wind', 'Rain Dance', 'Surf', 'Toxic', 'Waterfall']"
Horsea,[Gen 3] UBERS,0,1,['Ice Beam']
Horsea,[Gen 3] UU,2,0,"['Ice Beam', 'Rain Dance', 'Surf']"
Horsea,[Gen 4] NU,0,1,[]
Horsea,[Gen 4] OU,1,3,"['Dragon Pulse', 'Focus Energy', 'Hidden Power', 'Hydro Pump', 'Ice Beam']"
Horsea,[Gen 4] UBERS,1,0,['Hydro Pump']
Horsea,[Gen 4] UU,3,3,"['Hydro Pump', 'Surf']"
Houndoom,[Gen 2] OU,1383,1430,"['Attract', 'Beat Up', 'Bite', 'Counter', 'Crunch', 'Curse', 'Detect', 'Dream Eater', 'Ember', 'Endure', 'Feint Attack', 'Fire Blast', 'Fire Spin', 'Flamethrower', 'Frustration', 'Hidden Power', 'Hyper Beam', 'Iron Tail', 'Leer', 'Mud-Slap', 'Nightmare', 'Protect', 'Pursuit', 'Rest', 'Return', 'Reversal', 'Roar', 'Shadow Ball', 'Sleep Talk', 'Sludge Bomb', 'Smog', 'Solar Beam', 'Spite', 'Sunny Day', 'Swagger', 'Thief', 'Toxic']"
Houndoom,[Gen 2] UBERS,29,38,"['Bite', 'Counter', 'Crunch', 'Fire Blast', 'Flamethrower', 'Headbutt', 'Hidden Power', 'Protect', 'Pursuit', 'Rest', 'Roar', 'Shadow Ball', 'Sludge Bomb', 'Sunny Day', 'Swift', 'Thief', 'Toxic']"
Houndoom,[Gen 2] UU,0,1,[]
Houndoom,[Gen 3] OU,3914,4689,"['Attract', 'Beat Up', 'Bite', 'Body Slam', 'Counter', 'Crunch', 'Dark Pulse', 'Double-Edge', 'Dream Eater', 'Endure', 'Feint Attack', 'Fire Blast', 'Fire Spin', 'Flamethrower', 'Hidden Power', 'Howl', 'Mud-Slap', 'Nightmare', 'Overheat', 'Protect', 'Pursuit', 'Rest', 'Return', 'Reversal', 'Roar', 'Sacred Fire', 'Shadow Ball', 'Sleep Talk', 'Sludge Bomb', 'Smog', 'Snatch', 'Solar Beam', 'Struggle', 'Substitute', 'Sunny Day', 'Taunt', 'Thief', 'Torment', 'Toxic', 'Will-O-Wisp']"
Houndoom,[Gen 3] UBERS,25,71,"['Bite', 'Counter', 'Crunch', 'Double-Edge', 'Endure', 'Facade', 'Fire Blast', 'Flamethrower', 'Hidden Power', 'Overheat', 'Protect', 'Pursuit', 'Reversal', 'Sludge Bomb', 'Solar Beam', 'Substitute', 'Sunny Day', 'Taunt', 'Toxic', 'Will-O-Wisp']"
Houndoom,[Gen 3] UU,52,40,"['Crunch', 'Fire Blast', 'Flamethrower', 'Hidden Power', 'Pursuit', 'Roar', 'Taunt', 'Toxic', 'Will-O-Wisp']"
Houndoom,[Gen 3] UUBL,0,1,['Pursuit']
Houndoom,[Gen 4] OU,422,771,"['Beat Up', 'Body Slam', 'Crunch', 'Dark Pulse', 'Double-Edge', 'Fire Blast', 'Fire Fang', 'Fire Spin', 'Flamethrower', 'Frustration', 'Heat Wave', 'Hidden Power', 'Iron Tail', 'Nasty Plot', 'Overheat', 'Protect', 'Pursuit', 'Rest', 'Return', 'Reversal', 'Roar', 'Role Play', 'Shadow Ball', 'Sludge Bomb', 'Solar Beam', 'Substitute', 'Sucker Punch', 'Sunny Day', 'Super Fang', 'Taunt', 'Thunder Fang', 'Toxic', 'Will-O-Wisp']"
Houndoom,[Gen 4] UBERS,141,180,"['Crunch', 'Dark Pulse', 'Fire Blast', 'Flamethrower', 'Heat Wave', 'Hidden Power', 'Hyper Beam', 'Nasty Plot', 'Overheat', 'Protect', 'Pursuit', 'Rest', 'Roar', 'Shadow Ball', 'Sludge Bomb', 'Solar Beam', 'Substitute', 'Sucker Punch', 'Sunny Day', 'Super Fang', 'Taunt', 'Toxic', 'Will-O-Wisp']"
Houndoom,[Gen 4] UU,861,912,"['Beat Up', 'Crunch', 'Dark Pulse', 'Fire Blast', 'Flamethrower', 'Heat Wave', 'Hidden Power', 'Nasty Plot', 'Overheat', 'Protect', 'Pursuit', 'Rest', 'Shadow Ball', 'Sleep Talk', 'Sludge Bomb', 'Solar Beam', 'Substitute', 'Sucker Punch', 'Sunny Day', 'Super Fang', 'Taunt', 'Thunder Fang', 'Toxic', 'Will-O-Wisp']"
Houndoom,[gen 3] OU,1,2,[]
Houndoom,[gen 4] OU,0,1,[]
Houndoom-Mega,[Gen 3] OU,0,1,[]
Houndour,[Gen 2] NU,71,79,"['Beat Up', 'Counter', 'Crunch', 'Endure', 'Fire Blast', 'Flamethrower', 'Hidden Power', 'Protect', 'Pursuit', 'Sludge Bomb', 'Solar Beam', 'Sunny Day', 'Thief', 'Toxic']"
Houndour,[Gen 2] OU,97,139,"['Beat Up', 'Bite', 'Counter', 'Crunch', 'Ember', 'Fire Blast', 'Fire Spin', 'Flamethrower', 'Hidden Power', 'Protect', 'Pursuit', 'Rest', 'Roar', 'Shadow Ball', 'Sleep Talk', 'Sludge Bomb', 'Solar Beam', 'Sunny Day', 'Thief', 'Toxic']"
Houndour,[Gen 2] UBERS,3,5,['Flamethrower']
Houndour,[Gen 2] UU,14,10,"['Counter', 'Crunch', 'Fire Blast', 'Flamethrower', 'Hidden Power', 'Protect', 'Pursuit', 'Solar Beam', 'Sunny Day', 'Thief']"
Houndour,[Gen 3] NU,33,45,"['Beat Up', 'Crunch', 'Endure', 'Fire Blast', 'Flamethrower', 'Hidden Power', 'Overheat', 'Pursuit', 'Substitute', 'Toxic', 'Will-O-Wisp']"
Houndour,[Gen 3] OU,111,156,"['Charm', 'Crunch', 'Endure', 'Feint Attack', 'Fire Blast', 'Flamethrower', 'Hidden Power', 'Overheat', 'Pursuit', 'Substitute', 'Sunny Day', 'Taunt', 'Thief', 'Toxic', 'Will-O-Wisp']"
Houndour,[Gen 3] UBERS,5,3,"['Crunch', 'Fire Blast', 'Protect', 'Pursuit']"
Houndour,[Gen 3] UU,4,4,"['Crunch', 'Endure', 'Fire Blast', 'Overheat', 'Pursuit']"
Houndour,[Gen 4] NU,5,5,"['Crunch', 'Dark Pulse', 'Overheat', 'Pursuit', 'Sucker Punch']"
Houndour,[Gen 4] OU,7,2,"['Dark Pulse', 'Fire Blast', 'Flamethrower', 'Overheat', 'Pursuit', 'Sucker Punch', 'Sunny Day', 'Will-O-Wisp']"
Houndour,[Gen 4] UBERS,1,0,[]
Houndour,[Gen 4] UU,1,1,"['Dark Pulse', 'Fire Blast', 'Hidden Power', 'Nasty Plot']"
Huntail,[Gen 3] NU,161,160,"['Barrier', 'Baton Pass', 'Body Slam', 'Hidden Power', 'Hydro Pump', 'Ice Beam', 'Iron Defense', 'Protect', 'Rain Dance', 'Screech', 'Substitute', 'Surf', 'Toxic']"
Huntail,[Gen 3] OU,215,247,"['Barrier', 'Baton Pass', 'Body Slam', 'Calm Mind', 'Confuse Ray', 'Crunch', 'Double-Edge', 'Endure', 'Facade', 'Hidden Power', 'Hydro Pump', 'Ice Beam', 'Iron Defense', 'Protect', 'Rain Dance', 'Screech', 'Snatch', 'Substitute', 'Supersonic', 'Surf', 'Toxic', 'Waterfall']"
Huntail,[Gen 3] UBERS,8,5,"['Baton Pass', 'Hidden Power', 'Hydro Pump', 'Ice Beam', 'Rain Dance', 'Substitute', 'Surf']"
Huntail,[Gen 3] UU,33,44,"['Barrier', 'Baton Pass', 'Confuse Ray', 'Double-Edge', 'Hidden Power', 'Hydro Pump', 'Ice Beam', 'Rain Dance', 'Substitute', 'Surf']"
Huntail,[Gen 4] NU,8,10,"['Hidden Power', 'Hydro Pump', 'Ice Beam', 'Rain Dance', 'Waterfall']"
Huntail,[Gen 4] OU,20,19,"['Aqua Tail', 'Brine', 'Crunch', 'Double-Edge', 'Giga Impact', 'Hidden Power', 'Hydro Pump', 'Ice Fang', 'Rain Dance', 'Substitute', 'Sucker Punch', 'Super Fang', 'Surf', 'Waterfall']"
Huntail,[Gen 4] UBERS,1,3,"['Aqua Tail', 'Crunch', 'Ice Beam', 'Rain Dance']"
Huntail,[Gen 4] UU,1,2,"['Aqua Tail', 'Crunch', 'Hidden Power', 'Rain Dance', 'Surf', 'Waterfall']"
Hydreigon,[Gen 4] OU,4,6,"['Crunch', 'Dark Pulse', 'Draco Meteor', 'Dragon Dance', 'Flamethrower', 'Focus Blast', 'Outrage', 'Roost', 'U-Turn']"
Hypno,[Gen 1] OU,2038,1774,"['Absorb', 'Agility', 'Amnesia', 'Barrage', 'Bide', 'Bite', 'Blizzard', 'Body Slam', 'Bonemerang', 'Bubble', 'Bubble Beam', 'Clamp', 'Confuse Ray', 'Confusion', 'Constrict', 'Conversion', 'Counter', 'Cut', 'Defense Curl', 'Disable', 'Double Kick', 'Double Slap', 'Double-Edge', 'Dream Eater', 'Egg Bomb', 'Fire Punch', 'Flamethrower', 'Flash', 'Fury Attack', 'Fury Swipes', 'Glare', 'Harden', 'Haze', 'Headbutt', 'High Jump Kick', 'Horn Drill', 'Hydro Pump', 'Hyper Beam', 'Hypnosis', 'Ice Beam', 'Ice Punch', 'Jump Kick', 'Leech Life', 'Leech Seed', 'Leer', 'Lovely Kiss', 'Meditate', 'Mega Kick', 'Mega Punch', 'Metronome', 'Mimic', 'Mirror Move', 'Mist', 'Pay Day', 'Petal Dance', 'Poison Gas', 'Poison Powder', 'Poison Sting', 'Pound', 'Psybeam', 'Psychic', 'Psywave', 'Quick Attack', 'Rage', 'Razor Leaf', 'Reflect', 'Rest', 'Roar', 'Rock Throw', 'Rolling Kick', 'Sand Attack', 'Screech', 'Seismic Toss', 'Self-Destruct', 'Sing', 'Skull Bash', 'Sky Attack', 'Slam', 'Slash', 'Smog', 'Sonic Boom', 'Spike Cannon', 'Splash', 'Spore', 'Stomp', 'Strength', 'Struggle', 'Submission', 'Substitute', 'Surf', 'Swift', 'Swords Dance', 'Tail Whip', 'Take Down', 'Thrash', 'Thunder Punch', 'Thunder Wave', 'Thunderbolt', 'Toxic', 'Tri Attack', 'Twineedle', 'Vine Whip', 'Water Gun', 'Waterfall', 'Wing Attack']"
Hypno,[Gen 1] UBERS,66,54,"['Body Slam', 'Counter', 'Dream Eater', 'Flash', 'Headbutt', 'Hyper Beam', 'Hypnosis', 'Meditate', 'Mega Punch', 'Psychic', 'Reflect', 'Rest', 'Seismic Toss', 'Submission', 'Substitute', 'Thunder Wave']"
Hypno,[Gen 1] UU,1327,1226,"['Body Slam', 'Counter', 'Disable', 'Dream Eater', 'Headbutt', 'Hyper Beam', 'Hypnosis', 'Meditate', 'Psychic', 'Reflect', 'Rest', 'Seismic Toss', 'Struggle', 'Substitute', 'Thunder Wave', 'Toxic', 'Tri Attack']"
Hypno,[Gen 2] OU,98,185,"['Acid Armor', 'Amnesia', 'Barrier', 'Body Slam', 'Confusion', 'Curse', 'Disable', 'Double-Edge', 'Dream Eater', 'Dynamic Punch', 'Fire Punch', 'Flash', 'Future Sight', 'Giga Drain', 'Headbutt', 'Hidden Power', 'Hyper Beam', 'Hypnosis', 'Ice Punch', 'Light Screen', 'Mega Kick', 'Metronome', 'Nightmare', 'Poison Gas', 'Protect', 'Psychic', 'Reflect', 'Rest', 'Return', 'Seismic Toss', 'Shadow Ball', 'Sleep Talk', 'Spite', 'Substitute', 'Sunny Day', 'Swagger', 'Thunder Punch', 'Thunder Wave', 'Toxic', 'Tri Attack', 'Zap Cannon']"
Hypno,[Gen 2] UBERS,11,13,"['Counter', 'Dream Eater', 'Fire Punch', 'Hypnosis', 'Light Screen', 'Psychic', 'Shadow Ball', 'Thunder Punch', 'Thunder Wave']"
Hypno,[Gen 2] UU,484,555,"['Barrier', 'Body Slam', 'Counter', 'Curse', 'Disable', 'Double-Edge', 'Dream Eater', 'Dynamic Punch', 'Fire Punch', 'Hidden Power', 'Hypnosis', 'Ice Punch', 'Light Screen', 'Poison Gas', 'Protect', 'Psychic', 'Psywave', 'Rain Dance', 'Reflect', 'Rest', 'Return', 'Seismic Toss', 'Shadow Ball', 'Sleep Talk', 'Struggle', 'Thunder Punch', 'Thunder Wave', 'Toxic']"
Hypno,[Gen 3] NU,0,1,['Psychic']
Hypno,[Gen 3] OU,767,879,"['Aromatherapy', 'Assist', 'Barrier', 'Baton Pass', 'Belly Drum', 'Body Slam', 'Brick Break', 'Calm Mind', 'Counter', 'Cross Chop', 'Disable', 'Double-Edge', 'Dream Eater', 'Dynamic Punch', 'Fire Punch', 'Focus Punch', 'Frenzy Plant', 'Frustration', 'Future Sight', 'Growl', 'Hail', 'Headbutt', 'Hidden Power', 'Hyper Fang', 'Hypnosis', 'Ice Punch', 'Light Screen', 'Lovely Kiss', 'Meditate', 'Memento', 'Metronome', 'Nightmare', 'Poison Gas', 'Protect', 'Psych Up', 'Psychic', 'Reflect', 'Rest', 'Return', 'Rollout', 'Safeguard', 'Seismic Toss', 'Shadow Ball', 'Shock Wave', 'Skill Swap', 'Skull Bash', 'Sky Attack', 'Snore', 'Spikes', 'Struggle', 'Substitute', 'Sunny Day', 'Swagger', 'Sweet Kiss', 'Taunt', 'Thief', 'Thunder Punch', 'Thunder Wave', 'Torment', 'Toxic', 'Transform', 'Water Sport', 'Whirlpool', 'Wish']"
Hypno,[Gen 3] UBERS,22,18,"['Amnesia', 'Baton Pass', 'Blast Burn', 'Calm Mind', 'Curse', 'Dragon Breath', 'Dream Eater', 'Hidden Power', 'Hypnosis', 'Leaf Blade', 'Mach Punch', 'Meditate', 'Metronome', 'Mud Shot', 'Protect', 'Psychic', 'Reflect', 'Refresh', 'Rest', 'Shadow Ball', 'Silver Wind', 'Skill Swap', 'Sonic Boom', 'Struggle', 'Supersonic', 'Thunder Punch', 'Thunder Wave', 'Toxic', 'Wish']"
Hypno,[Gen 3] UU,317,403,"['Baton Pass', 'Belly Drum', 'Brick Break', 'Calm Mind', 'Confusion', 'Counter', 'Disable', 'Fire Punch', 'Future Sight', 'Hidden Power', 'Hypnosis', 'Ice Punch', 'Light Screen', 'Mega Kick', 'Pound', 'Protect', 'Psychic', 'Reflect', 'Return', 'Seismic Toss', 'Shadow Ball', 'Substitute', 'Sunny Day', 'Taunt', 'Thunder Wave', 'Toxic', 'Wish']"
Hypno,[Gen 4] NU,29,46,"['Baton Pass', 'Calm Mind', 'Counter', 'Hidden Power', 'Nasty Plot', 'Protect', 'Psychic', 'Seismic Toss', 'Substitute', 'Sunny Day', 'Switcheroo', 'Thunder Wave', 'Toxic', 'Trick Room', 'Wish']"
Hypno,[Gen 4] OU,336,328,"['Assist', 'Baton Pass', 'Belly Drum', 'Body Slam', 'Brick Break', 'Calm Mind', 'Counter', 'Disable', 'Draco Meteor', 'Dragon Rush', 'Drain Punch', 'Dream Eater', 'Dynamic Punch', 'Fire Punch', 'Flamethrower', 'Focus Blast', 'Focus Punch', 'Hidden Power', 'Hydro Pump', 'Hypnosis', 'Ice Punch', 'Iron Defense', 'Light Screen', 'Low Kick', 'Meditate', 'Metronome', 'Nasty Plot', 'Nightmare', 'Protect', 'Psychic', 'Psycho Cut', 'Reflect', 'Rest', 'Roar', 'Seismic Toss', 'Shadow Ball', 'Spikes', 'Spore', 'Steel Wing', 'Substitute', 'Switcheroo', 'Taunt', 'Thunder Wave', 'Toxic', 'Transform', 'Trick', 'Trick Room', 'Whirlwind', 'Wish', 'Zen Headbutt']"
Hypno,[Gen 4] UBERS,79,101,"['Ancient Power', 'Aqua Jet', 'Aqua Tail', 'Attract', 'Baton Pass', 'Bite', 'Bone Club', 'Bone Rush', 'Bonemerang', 'Brine', 'Bubble', 'Bug Buzz', 'Bullet Seed', 'Calm Mind', 'Comet Punch', 'Confuse Ray', 'Confusion', 'Conversion', 'Cotton Spore', 'Counter', 'Cross Poison', 'Crunch', 'Crush Grip', 'Defense Curl', 'Dizzy Punch', 'Double Team', 'Draco Meteor', 'Dragon Breath', 'Dragon Dance', 'Dragon Rush', 'Dream Eater', 'Earth Power', 'Feint Attack', 'Fire Blast', 'Flash', 'Fling', 'Fly', 'Focus Blast', 'Focus Energy', 'Focus Punch', 'Frustration', 'Fury Attack', 'Future Sight', 'Grass Knot', 'Growth', 'Gust', 'Head Smash', 'Hidden Power', 'Hydro Pump', 'Hyper Beam', 'Hyper Voice', 'Hypnosis', 'Knock Off', 'Light Screen', 'Lucky Chant', 'Lunar Dance', 'Magic Coat', 'Magical Leaf', 'Magnet Bomb', 'Memento', 'Metal Burst', 'Metal Claw', 'Meteor Mash', 'Metronome', 'Milk Drink', 'Mud Sport', 'Nasty Plot', 'Nature Power', 'Night Slash', 'Nightmare', 'Odor Sleuth', 'Pain Split', 'Perish Song', 'Poison Gas', 'Poison Powder', 'Poison Tail', 'Powder Snow', 'Power Trick', 'Protect', 'Psybeam', 'Psychic', 'Psywave', 'Recycle', 'Reflect', 'Rock Climb', 'Sacred Fire', 'Secret Power', 'Seed Bomb', 'Seismic Toss', 'Shadow Punch', 'Sheer Cold', 'Shock Wave', 'Sky Attack', 'Slam', 'Sleep Powder', 'Sludge', 'Spark', 'Spikes', 'Spite', 'Stomp', 'Struggle', 'Substitute', 'Sucker Punch', 'Swift', 'Synthesis', 'Taunt', 'Teleport', 'Thunder Punch', 'Thunder Wave', 'Torment', 'Toxic', 'Tri Attack', 'Trick Room', 'Triple Kick', 'Uproar', 'Water Sport', 'Water Spout', 'Whirlwind', 'Wish', 'Worry Seed', 'Wring Out']"
Hypno,[Gen 4] UU,47,41,"['Baton Pass', 'Belly Drum', 'Calm Mind', 'Drain Punch', 'Karate Chop', 'Metronome', 'Nasty Plot', 'Protect', 'Psychic', 'Rain Dance', 'Reflect', 'Seismic Toss', 'Substitute', 'Sunny Day', 'Switcheroo', 'Thunder Wave', 'Toxic', 'Trick Room', 'Wish', 'Zen Headbutt']"
Hypno,[gen 1] OU,4,3,[]
Hypno,[gen 3] OU,1,0,[]
Igglybuff,[Gen 2] OU,6,15,"['Charm', 'Curse', 'Dizzy Punch', 'Fire Blast', 'Perish Song', 'Pound', 'Protect', 'Rain Dance', 'Rest', 'Return', 'Sing', 'Sleep Talk', 'Sunny Day', 'Sweet Kiss']"
Igglybuff,[Gen 2] UBERS,0,1,"['Hidden Power', 'Protect', 'Return']"
Igglybuff,[Gen 3] OU,1,2,"['Facade', 'Protect', 'Sing', 'Toxic']"
Igglybuff,[Gen 4] OU,6,7,"['Flamethrower', 'Heal Bell', 'Protect', 'Thunder Wave', 'Toxic', 'Wish']"
Illumise,[Gen 3] NU,7,9,"['Baton Pass', 'Encore', 'Giga Drain', 'Ice Punch', 'Protect', 'Rain Dance', 'Seismic Toss', 'Shadow Ball', 'Silver Wind', 'Substitute', 'Sunny Day', 'Thunder Wave', 'Thunderbolt', 'Wish']"
Illumise,[Gen 3] OU,30,31,"['Attract', 'Baton Pass', 'Body Slam', 'Charm', 'Encore', 'Flatter', 'Giga Drain', 'Hidden Power', 'Ice Punch', 'Leech Life', 'Light Screen', 'Metronome', 'Moonlight', 'Protect', 'Rain Dance', 'Seismic Toss', 'Silver Wind', 'Substitute', 'Tackle', 'Tail Glow', 'Thief', 'Thunder', 'Thunder Wave', 'Thunderbolt', 'Toxic', 'Water Pulse', 'Wish']"
Illumise,[Gen 3] UBERS,0,1,"['Hidden Power', 'Thunderbolt']"
Illumise,[Gen 3] UU,0,6,"['Giga Drain', 'Silver Wind', 'Thunderbolt', 'Wish']"
Illumise,[Gen 4] NU,1,7,"['Bug Buzz', 'Hidden Power', 'Light Screen', 'Sunny Day', 'Thunderbolt', 'U-Turn']"
Illumise,[Gen 4] OU,1,4,['Bug Buzz']
Illumise,[Gen 4] UBERS,10,9,"['Agility', 'Air Slash', 'Baton Pass', 'Bind', 'Blizzard', 'Bone Rush', 'Brick Break', 'Bug Buzz', 'Cotton Spore', 'Cross Chop', 'Defend Order', 'Defog', 'Dig', 'Dragon Breath', 'Eruption', 'Facade', 'Fire Blast', 'Fling', 'Focus Energy', 'Force Palm', 'Fury Swipes', 'Giga Drain', 'Grass Knot', 'Growl', 'Grudge', 'Gunk Shot', 'Heart Swap', 'Hidden Power', 'Horn Drill', 'Karate Chop', 'Knock Off', 'Leech Seed', 'Magnet Bomb', 'Metronome', 'Payback', 'Pound', 'Rapid Spin', 'Reflect', 'Refresh', 'Rest', 'Rock Smash', 'Rock Throw', 'Sing', 'Slam', 'Spike Cannon', 'Splash', 'Sucker Punch', 'Super Fang', 'Vacuum Wave', 'Vise Grip', 'Wake-Up Slap', 'Wish', 'Yawn']"
Illumise,[Gen 4] UU,1,1,"['Bug Buzz', 'Thunderbolt']"
Illumise,[gen 3] OU,0,1,[]
Infernape,[Gen 3] UBERS,1,0,"['Brick Break', 'Earthquake', 'Substitute']"
Infernape,[Gen 4] OU,27190,30512,"['Aerial Ace', 'Assist', 'Attract', 'Aura Sphere', 'Blast Burn', 'Blaze Kick', 'Brick Break', 'Bulk Up', 'Calm Mind', 'Close Combat', 'Counter', 'Dig', 'Double Kick', 'Earthquake', 'Encore', 'Endeavor', 'Endure', 'Energy Ball', 'Facade', 'Fake Out', 'Fire Blast', 'Fire Punch', 'Fire Spin', 'Flame Wheel', 'Flamethrower', 'Flare Blitz', 'Fling', 'Focus Blast', 'Focus Energy', 'Focus Punch', 'Frustration', 'Giga Impact', 'Grass Knot', 'Gunk Shot', 'Heat Wave', 'Hidden Power', 'Ice Punch', 'Low Kick', 'Mach Punch', 'Nasty Plot', 'Overheat', 'Poison Jab', 'Protect', 'Recover', 'Return', 'Roar', 'Rock Slide', 'Rock Tomb', 'Rollout', 'Shadow Claw', 'Shadow Force', 'Slack Off', 'Sleep Powder', 'Sleep Talk', 'Sludge Bomb', 'Solar Beam', 'Stealth Rock', 'Stone Edge', 'Strength', 'Struggle', 'Substitute', 'Sunny Day', 'Swords Dance', 'Taunt', 'Thunder Punch', 'Toxic', 'Toxic Spikes', 'Transform', 'U-Turn', 'Vacuum Wave', 'Whirlwind', 'Will-O-Wisp']"
Infernape,[Gen 4] UBERS,368,463,"['Aerial Ace', 'Blast Burn', 'Blaze Kick', 'Brick Break', 'Bulk Up', 'Calm Mind', 'Close Combat', 'Dig', 'Earthquake', 'Encore', 'Extreme Speed', 'Fake Out', 'Fire Blast', 'Fire Punch', 'Flame Wheel', 'Flamethrower', 'Flare Blitz', 'Focus Blast', 'Focus Punch', 'Fury Swipes', 'Grass Knot', 'Hidden Power', 'Mach Punch', 'Nasty Plot', 'Overheat', 'Poison Jab', 'Protect', 'Punishment', 'Roar', 'Rock Slide', 'Shadow Claw', 'Sleep Talk', 'Stealth Rock', 'Stone Edge', 'Substitute', 'Sunny Day', 'Swords Dance', 'Thunder Punch', 'U-Turn', 'Vacuum Wave']"
Infernape,[gen 4] OU,1,3,[]
Inteleon,[Gen 1] OU,3,1,[]
Iron Boulder,[Gen 1] OU,2,3,"['Earthquake', 'Mighty Cleave', 'Psychic', 'Swords Dance']"
Iron Bundle,[Gen 3] UBERS,1,0,['Thief']
Iron Jugulis,[Gen 3] UBERS,1,0,[]
Iron Moth,[Gen 3] UBERS,0,1,[]
Iron Treads,[Gen 1] OU,2,4,"['Earthquake', 'Rock Slide']"
Iron Valiant,[Gen 3] UBERS,1,0,"['Ice Punch', 'Thunderbolt']"
Ivysaur,[Gen 1] NU,13,17,"['Body Slam', 'Razor Leaf', 'Sleep Powder', 'Substitute', 'Swords Dance']"
Ivysaur,[Gen 1] OU,83,94,"['Body Slam', 'Double-Edge', 'Growl', 'Leech Seed', 'Mega Drain', 'Poison Powder', 'Razor Leaf', 'Reflect', 'Rest', 'Sleep Powder', 'Solar Beam', 'Substitute', 'Swords Dance', 'Tackle', 'Toxic', 'Vine Whip']"
Ivysaur,[Gen 1] UBERS,11,10,"['Body Slam', 'Growth', 'Mega Drain', 'Razor Leaf', 'Reflect', 'Sleep Powder']"
Ivysaur,[Gen 1] UU,1,7,"['Bide', 'Body Slam', 'Leech Seed', 'Sleep Powder', 'Solar Beam', 'Swords Dance']"
Ivysaur,[Gen 2] NU,9,9,"['Ancient Power', 'Body Slam', 'Curse', 'Giga Drain', 'Hidden Power', 'Leech Seed', 'Light Screen', 'Razor Leaf', 'Reflect', 'Return', 'Sleep Powder', 'Swords Dance', 'Synthesis', 'Toxic']"
Ivysaur,[Gen 2] OU,20,25,"['Body Slam', 'Defense Curl', 'Double-Edge', 'Giga Drain', 'Hidden Power', 'Leech Seed', 'Light Screen', 'Poison Powder', 'Protect', 'Razor Leaf', 'Razor Wind', 'Reflect', 'Sleep Powder', 'Solar Beam', 'Swords Dance', 'Synthesis', 'Tackle', 'Toxic', 'Vine Whip']"
Ivysaur,[Gen 2] UBERS,5,1,"['Razor Leaf', 'Reflect', 'Sleep Powder', 'Synthesis']"
Ivysaur,[Gen 2] UU,4,4,"['Body Slam', 'Giga Drain', 'Leech Seed', 'Razor Leaf', 'Sleep Powder', 'Swords Dance', 'Toxic']"
Ivysaur,[Gen 3] NU,38,49,"['Curse', 'Giga Drain', 'Hidden Power', 'Leech Seed', 'Protect', 'Sleep Powder', 'Sludge Bomb', 'Struggle', 'Swords Dance', 'Synthesis', 'Toxic']"
Ivysaur,[Gen 3] OU,151,154,"['Attract', 'Bullet Seed', 'Charm', 'Curse', 'Double-Edge', 'Giga Drain', 'Growth', 'Hidden Power', 'Leech Seed', 'Poison Powder', 'Protect', 'Razor Leaf', 'Sleep Powder', 'Sludge Bomb', 'Sunny Day', 'Swagger', 'Swords Dance', 'Synthesis', 'Tackle', 'Toxic', 'Vine Whip']"
Ivysaur,[Gen 3] UBERS,17,21,"['Cut', 'Giga Drain', 'Leech Seed', 'Poison Powder', 'Razor Leaf', 'Sleep Powder', 'Sludge Bomb', 'Solar Beam', 'Tackle', 'Vine Whip']"
Ivysaur,[Gen 3] UU,1,2,"['Curse', 'Leech Seed', 'Sludge Bomb']"
Ivysaur,[Gen 4] NU,1,1,"['Leech Seed', 'Sleep Powder']"
Ivysaur,[Gen 4] OU,5,13,"['Body Slam', 'Curse', 'Energy Ball', 'Giga Drain', 'Grass Knot', 'Leaf Storm', 'Leech Seed', 'Razor Leaf', 'Seed Bomb', 'Sleep Powder', 'Sludge Bomb', 'Synthesis', 'Take Down', 'Vine Whip']"
Ivysaur,[Gen 4] UBERS,0,2,"['Bullet Seed', 'Giga Drain', 'Grass Knot', 'Leech Seed', 'Razor Leaf', 'Sleep Powder']"
Ivysaur,[Gen 4] UU,0,2,"['Amnesia', 'Curse']"
Jellicent,[Gen 1] OU,3,0,[]
Jigglypuff,[Gen 1] OU,47,74,"['Bide', 'Blizzard', 'Body Slam', 'Confuse Ray', 'Counter', 'Disable', 'Fire Blast', 'Flash', 'Ice Beam', 'Leech Seed', 'Mega Kick', 'Mimic', 'Pound', 'Psychic', 'Rage', 'Reflect', 'Rest', 'Seismic Toss', 'Sing', 'Solar Beam', 'Substitute', 'Tackle', 'Thunder Wave', 'Thunderbolt', 'Tri Attack', 'Water Gun']"
Jigglypuff,[Gen 1] UBERS,6,6,"['Body Slam', 'Double Slap', 'Double-Edge', 'Mega Kick', 'Pound', 'Seismic Toss', 'Sing', 'Tri Attack']"
