pokemon,format,played,won,lost,moves,win_rate,usage,Pdex,Type 1,Type 2,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed
Muk,[Gen 3] UU,319,141,194,"[('Acid Armor', 3), ('Body Slam', 3), ('Brick Break', 3), ('Curse', 53), ('Disable', 1), ('Explosion', 103), ('Facade', 1), ('Fire Blast', 2), ('Fire Punch', 1), ('Focus Punch', 5), ('Giga Drain', 8), ('Hidden Power', 84), ('Ice Punch', 37), ('Mean Look', 4), ('Memento', 7), ('Protect', 4), ('Rest', 17), ('Shadow Punch', 3), ('Sleep Talk', 4), ('Sludge Bomb', 195), ('Substitute', 11), ('Sunny Day', 1), ('Taunt', 2), ('Thunderbolt', 1), ('Toxic', 9)]",42.08955223880597,12.470680218921032,89,Poison,,500.0,105.0,105.0,75.0,65.0,100.0,50.0
Muk,[Gen 4] NU,113,55,64,"[('Block', 1), ('Brick Break', 2), ('Curse', 27), ('Dark Pulse', 1), ('Explosion', 19), ('Fire Punch', 6), ('Flamethrower', 1), ('Focus Punch', 10), ('Giga Drain', 1), ('Gunk Shot', 7), ('Hidden Power', 1), ('Ice Punch', 11), ('Memento', 1), ('Payback', 11), ('Poison Jab', 54), ('Protect', 3), ('Rest', 15), ('Rock Slide', 1), ('Shadow Ball', 2), ('Shadow Sneak', 18), ('Sleep Talk', 12), ('Sludge Bomb', 1), ('Substitute', 14), ('Thunder Punch', 1), ('Thunderbolt', 1), ('Toxic', 2)]",46.21848739495798,5.555555555555555,89,Poison,,500.0,105.0,105.0,75.0,65.0,100.0,50.0
Muk,[Gen 4] OU,421,176,246,"[('Acid Armor', 3), ('Attract', 1), ('Block', 1), ('Body Slam', 2), ('Brick Break', 54), ('Curse', 71), ('Dark Pulse', 3), ('Disable', 2), ('Explosion', 98), ('Facade', 1), ('Fire Blast', 26), ('Fire Punch', 31), ('Flamethrower', 2), ('Fling', 3), ('Focus Punch', 14), ('Giga Drain', 3), ('Gunk Shot', 26), ('Haze', 2), ('Ice Punch', 46), ('Mean Look', 5), ('Memento', 10), ('Pain Split', 10), ('Payback', 8), ('Poison Gas', 1), ('Poison Jab', 98), ('Protect', 8), ('Rain Dance', 2), ('Rest', 15), ('Rock Slide', 2), ('Shadow Ball', 1), ('Shadow Punch', 3), ('Shadow Sneak', 50), ('Sleep Talk', 4), ('Sludge Bomb', 8), ('Stockpile', 2), ('Substitute', 19), ('Sunny Day', 1), ('Taunt', 8), ('Thunder Punch', 4), ('Thunderbolt', 4), ('Torment', 1), ('Toxic', 21)]",41.70616113744076,0.24559704583505915,89,Poison,,500.0,105.0,105.0,75.0,65.0,100.0,50.0
Muk,[Gen 4] UBERS,79,34,45,"[('Acid Armor', 2), ('Body Slam', 5), ('Brick Break', 4), ('Curse', 23), ('Explosion', 15), ('Fire Punch', 8), ('Focus Punch', 2), ('Gunk Shot', 4), ('Ice Punch', 9), ('Imprison', 1), ('Mean Look', 2), ('Memento', 1), ('Payback', 2), ('Poison Jab', 14), ('Protect', 4), ('Rain Dance', 1), ('Rest', 3), ('Return', 2), ('Shadow Punch', 1), ('Shadow Sneak', 12), ('Sleep Talk', 3), ('Sludge Bomb', 3), ('Substitute', 1), ('Taunt', 3), ('Thunder Punch', 6), ('Toxic', 5)]",43.037974683544306,0.5775698201491446,89,Poison,,500.0,105.0,105.0,75.0,65.0,100.0,50.0
Muk,[Gen 4] UU,305,179,161,"[('Acid Armor', 1), ('Brick Break', 5), ('Curse', 57), ('Explosion', 27), ('Fire Blast', 4), ('Fire Punch', 11), ('Focus Punch', 38), ('Giga Drain', 11), ('Gunk Shot', 24), ('Hidden Power', 1), ('Ice Punch', 19), ('Mud-Slap', 1), ('Payback', 30), ('Poison Jab', 180), ('Rest', 63), ('Shadow Ball', 1), ('Shadow Sneak', 67), ('Sleep Talk', 70), ('Struggle', 1), ('Substitute', 33), ('Thunder Punch', 1)]",52.64705882352941,4.285513559083884,89,Poison,,500.0,105.0,105.0,75.0,65.0,100.0,50.0
Muk,[Gen 9] OU,3711,1651,2065,"[('Acid Armor', 47), ('Acid Spray', 14), ('Aerial Ace', 1), ('Alluring Voice', 1), ('Assurance', 1), ('Baby-Doll Eyes', 1), ('Belly Drum', 1), ('Bitter Malice', 1), ('Bleakwind Storm', 1), ('Body Slam', 19), ('Brick Break', 23), ('Brutal Swing', 1), ('Bullet Seed', 1), ('Chloroblast', 1), ('Confuse Ray', 2), ('Corrosive Gas', 1), ('Crunch', 1), ('Curse', 185), ('Cut', 1), ('Dark Pulse', 7), ('Defend Order', 1), ('Dig', 3), ('Disable', 5), ('Doom Desire', 1), ('Double Kick', 1), ('Double-Edge', 1), ('Drain Punch', 421), ('Extrasensory', 1), ('Facade', 3), ('Fire Blast', 3), ('Fire Punch', 46), ('Fire Spin', 1), ('Flail', 1), ('Flamethrower', 14), ('Fling', 2), ('Focus Punch', 11), ('Frost Breath', 1), ('Giga Drain', 22), ('Giga Impact', 1), ('Gunk Shot', 226), ('Gust', 1), ('Harden', 2), ('Haze', 39), ('Heart Swap', 1), ('Hex', 5), ('Hyper Beam', 3), ('Ice Punch', 168), ('Iron Defense', 1), ('Knock Off', 2119), ('Lash Out', 1), ('Light Screen', 1), ('Lunge', 22), ('Luster Purge', 1), ('Mean Look', 20), ('Mega Punch', 1), ('Memento', 1), ('Metronome', 12), ('Milk Drink', 1), ('Moonlight', 1), ('Mud Shot', 3), ('Mud-Slap', 14), ('Pain Split', 35), ('Parting Shot', 1), ('Phantom Force', 1), ('Poison Gas', 7), ('Poison Jab', 1422), ('Poltergeist', 1), ('Protect', 136), ('Psybeam', 1), ('Psyshield Bash', 1), ('Rain Dance', 2), ('Rest', 587), ('Retaliate', 1), ('Rock Slide', 7), ('Rock Smash', 1), ('Sandsear Storm', 1), ('Scratch', 1), ('Shadow Ball', 3), ('Shadow Claw', 1), ('Shadow Punch', 2), ('Shadow Sneak', 394), ('Sheer Cold', 1), ('Slack Off', 1), ('Sleep Talk', 451), ('Sludge Bomb', 25), ('Sludge Wave', 4), ('Smack Down', 1), ('Smart Strike', 1), ('Soft-Boiled', 1), ('Sparkling Aria', 1), ('Spin Out', 1), ('Spit Up', 1), ('Spite', 2), ('Stockpile', 23), ('Stomp', 1), ('Stone Axe', 1), ('Stone Edge', 1), ('Struggle', 2), ('Substitute', 27), ('Sucker Punch', 1), ('Sunny Day', 3), ('Swallow', 2), ('Synthesis', 1), ('Tail Whip', 1), ('Taunt', 8), ('Teleport', 1), ('Tera Blast', 1), ('Thunder', 2), ('Thunder Punch', 12), ('Thunderbolt', 11), ('Toxic', 240), ('Toxic Spikes', 142), ('Triple Axel', 1), ('U-Turn', 2), ('Vise Grip', 1), ('Waterfall', 1), ('Wild Charge', 1), ('Will-O-Wisp', 3), ('Wish', 1), ('Zen Headbutt', 36)]",44.42949407965555,0.2885903013128487,89,Poison,,500.0,105.0,105.0,75.0,65.0,100.0,50.0
Muk-Alola,[Gen 9] OU,17430,8774,8712,"[('Accelerock', 1), ('Acid Armor', 134), ('Acid Spray', 11), ('Acrobatics', 1), ('Agility', 1), ('Amnesia', 1), ('Aqua Tail', 1), ('Assurance', 9), ('Attract', 1), ('Aurora Veil', 1), ('Barb Barrage', 3), ('Belch', 5), ('Bite', 1), ('Bitter Malice', 8), ('Body Slam', 54), ('Boomburst', 1), ('Brave Bird', 1), ('Brick Break', 139), ('Bulk Up', 1), ('Calm Mind', 1), ('Charge Beam', 1), ('Clear Smog', 122), ('Crunch', 180), ('Curse', 907), ('Dark Pulse', 29), ('Darkest Lariat', 2), ('Defend Order', 1), ('Detect', 1), ('Dig', 6), ('Disable', 17), ('Drain Punch', 4883), ('Dual Wingbeat', 1), ('Earthquake', 1), ('Endure', 2), ('Esper Wing', 1), ('Explosion', 1), ('Extrasensory', 1), ('Facade', 4), ('Fairy Lock', 1), ('Fell Stinger', 1), ('Fire Blast', 4), ('Fire Punch', 224), ('Flail', 1), ('Flame Charge', 1), ('Flamethrower', 16), ('Flare Blitz', 1), ('Fling', 15), ('Flip Turn', 1), ('Flying Press', 1), ('Focus Blast', 8), ('Focus Punch', 8), ('Giga Drain', 19), ('Glaciate', 1), ('Glaive Rush', 1), ('Grass Knot', 1), ('Grassy Terrain', 1), ('Gunk Shot', 916), ('Harden', 1), ('Haze', 45), ('Headlong Rush', 2), ('Hex', 18), ('Horn Attack', 1), ('Horn Drill', 1), ('Hyper Beam', 1), ('Hyper Voice', 6), ('Ice Beam', 1), ('Ice Punch', 915), ('Icy Wind', 4), ('Imprison', 1), ('Infestation', 2), ('Ingrain', 2), ('Iron Tail', 1), ('Knock Off', 12425), ('Lash Out', 2), ('Leech Seed', 1), ('Leer', 1), ('Lunar Dance', 1), ('Mean Look', 42), ('Memento', 49), ('Meteor Mash', 1), ('Metronome', 28), ('Mighty Cleave', 1), ('Mountain Gale', 1), ('Mud Shot', 3), ('Mud-Slap', 7), ('Nasty Plot', 4), ('Night Daze', 2), ('Pain Split', 169), ('Phantom Force', 1), ('Play Rough', 1), ('Poison Fang', 1445), ('Poison Gas', 2), ('Poison Jab', 5253), ('Poison Tail', 1), ('Power Swap', 1), ('Power Trick', 1), ('Present', 1), ('Protect', 1944), ('Psych Up', 1), ('Psychic', 2), ('Psycho Boost', 1), ('Pursuit', 1), ('Rain Dance', 9), ('Recycle', 174), ('Reflect', 1), ('Rest', 197), ('Retaliate', 2), ('Revelation Dance', 1), ('Rock Polish', 1), ('Rock Slide', 22), ('Rock Tomb', 9), ('Rock Wrecker', 1), ('Role Play', 1), ('Safeguard', 1), ('Sandsear Storm', 1), ('Scald', 1), ('Scary Face', 1), ('Seed Flare', 1), ('Shadow Ball', 8), ('Shadow Sneak', 3541), ('Shell Side Arm', 1), ('Shore Up', 2), ('Simple Beam', 1), ('Sky Attack', 1), ('Sleep Talk', 134), ('Sludge Bomb', 18), ('Sludge Wave', 22), ('Spikes', 1), ('Spin Out', 1), ('Spite', 4), ('Stockpile', 60), ('Stomping Tantrum', 1), ('Stone Edge', 44), ('Strength Sap', 1), ('Struggle', 6), ('Struggle Bug', 1), ('Substitute', 31), ('Sucker Punch', 1), ('Sunny Day', 3), ('Sweet Scent', 1), ('Take Heart', 1), ('Taunt', 90), ('Tearful Look', 1), ('Temper Flare', 1), ('Tera Blast', 15), ('Terrain Pulse', 1), ('Thief', 5), ('Thunder', 1), ('Thunder Fang', 1), ('Thunder Punch', 82), ('Thunderbolt', 13), ('Toxic', 405), ('Trick', 2), ('Triple Dive', 1), ('U-Turn', 2), ('Uproar', 1), ('Venoshock', 7), ('Will-O-Wisp', 3), ('Zen Headbutt', 91)]",50.177284684890765,1.3554645518412698,89-alola,Poison,Dark,500.0,105.0,105.0,75.0,65.0,100.0,50.0
Munchlax,[Gen 4] OU,29,12,18,"[('Amnesia', 1), ('Attack Order', 1), ('Block', 1), ('Body Slam', 4), ('Brick Break', 3), ('Counter', 4), ('Curse', 5), ('Earthquake', 2), ('Fire Blast', 1), ('Fire Punch', 1), ('Frustration', 2), ('Gunk Shot', 1), ('Headbutt', 3), ('Icy Wind', 1), ('Luster Purge', 1), ('Metronome', 4), ('Mud Shot', 1), ('Poison Jab', 1), ('Protect', 1), ('Pursuit', 1), ('Rage', 1), ('Recycle', 1), ('Rest', 3), ('Return', 4), ('Self-Destruct', 6), ('Sleep Talk', 2), ('Smelling Salts', 1), ('Superpower', 1), ('Toxic', 1), ('Vacuum Wave', 1), ('Zen Headbutt', 1)]",40.0,0.01691761123329386,446,Normal,,390.0,135.0,85.0,40.0,40.0,85.0,5.0
Munchlax,[Gen 4] UBERS,2,0,2,"[('Amnesia', 1), ('Defog', 1), ('Leaf Blade', 1), ('Lick', 1), ('Metronome', 1), ('Rest', 1), ('Toxic', 1), ('Vine Whip', 1)]",0.0,0.014622020763269484,446,Normal,,390.0,135.0,85.0,40.0,40.0,85.0,5.0
Munchlax,[Gen 4] UU,16,6,11,"[('Body Slam', 7), ('Curse', 4), ('Fire Punch', 2), ('Pursuit', 2), ('Rain Dance', 3), ('Rest', 2), ('Return', 3), ('Sleep Talk', 2), ('Toxic', 2)]",35.294117647058826,0.2248138260503021,446,Normal,,390.0,135.0,85.0,40.0,40.0,85.0,5.0
Munchlax,[Gen 9] OU,381,142,240,"[('Aerial Ace', 1), ('Aeroblast', 1), ('Amnesia', 7), ('Aqua Ring', 1), ('Aromatic Mist', 1), ('Avalanche', 1), ('Beat Up', 1), ('Belly Drum', 14), ('Bite', 1), ('Blizzard', 2), ('Body Slam', 177), ('Bolt Strike', 1), ('Boomburst', 1), ('Brick Break', 4), ('Brine', 1), ('Bubble Beam', 1), ('Bug Bite', 1), ('Bug Buzz', 2), ('Bulk Up', 1), ('Bulldoze', 1), ('Charm', 1), ('Cotton Guard', 1), ('Counter', 14), ('Crunch', 22), ('Crush Claw', 1), ('Curse', 157), ('Defense Curl', 2), ('Dig', 2), ('Double Kick', 1), ('Double-Edge', 13), ('Dragon Claw', 1), ('Dragon Dance', 1), ('Earthquake', 65), ('Echoed Voice', 1), ('Electro Ball', 1), ('Electro Shot', 1), ('Encore', 7), ('Energy Ball', 1), ('Eruption', 1), ('Facade', 6), ('Fire Blast', 2), ('Fire Punch', 7), ('First Impression', 1), ('Flail', 3), ('Flamethrower', 1), ('Floral Healing', 1), ('Flying Press', 1), ('Focus Blast', 1), ('Frenzy Plant', 1), ('Giga Impact', 7), ('Gunk Shot', 15), ('Hyper Voice', 1), ('Ice Fang', 1), ('Ice Punch', 15), ('Ice Spinner', 1), ('Icicle Spear', 1), ('Infernal Parade', 1), ('Knock Off', 1), ('Last Resort', 8), ('Last Respects', 1), ('Matcha Gotcha', 1), ('Mega Drain', 1), ('Mega Kick', 1), ('Meteor Beam', 1), ('Metronome', 19), ('Minimize', 1), ('Moonlight', 1), ('Nasty Plot', 1), ('No Retreat', 1), ('Parting Shot', 1), ('Phantom Force', 1), ('Play Rough', 1), ('Poison Fang', 1), ('Poison Tail', 1), ('Present', 1), ('Protect', 10), ('Psyblade', 1), ('Razor Leaf', 1), ('Recycle', 1), ('Rest', 78), ('Rock Slide', 2), ('Rock Tomb', 2), ('Role Play', 2), ('Sacred Fire', 1), ('Sandstorm', 1), ('Scald', 1), ('Screech', 2), ('Seed Bomb', 2), ('Shadow Ball', 3), ('Sheer Cold', 1), ('Sky Attack', 1), ('Sleep Talk', 25), ('Soak', 1), ('Solar Blade', 1), ('Stockpile', 20), ('Stomp', 1), ('Substitute', 5), ('Sucker Punch', 1), ('Sunny Day', 8), ('Surf', 1), ('Tackle', 1), ('Tail Glow', 1), ('Tailwind', 1), ('Teatime', 1), ('Thunder Punch', 5), ('Trailblaze', 2), ('U-Turn', 1), ('Volt Tackle', 1), ('Wild Charge', 1), ('Will-O-Wisp', 1), ('Wood Hammer', 1), ('Zen Headbutt', 2)]",37.17277486910995,0.029628915332847033,446,Normal,,390.0,135.0,85.0,40.0,40.0,85.0,5.0
Munkidori,[Gen 9] OU,6378,3080,3315,"[('Acid Spray', 11), ('Aqua Step', 1), ('Assurance', 1), ('Baby-Doll Eyes', 1), ('Barb Barrage', 1), ('Bitter Malice', 2), ('Calm Mind', 79), ('Charm', 1), ('Chloroblast', 1), ('Clanging Scales', 1), ('Clear Smog', 68), ('Confuse Ray', 6), ('Cross Poison', 2), ('Dark Void', 1), ('Disable', 1), ('Draco Meteor', 1), ('Dragon Dance', 1), ('Dragon Pulse', 1), ('Dragon Rush', 1), ('Drill Peck', 1), ('Drill Run', 1), ('Earth Power', 1), ('Electric Terrain', 1), ('Endure', 1), ('Energy Ball', 1), ('Explosion', 2), ('Extreme Speed', 1), ('Facade', 1), ('Fake Out', 976), ('False Swipe', 1), ('Flamethrower', 11), ('Flatter', 2), ('Fling', 3), ('Floral Healing', 1), ('Focus Blast', 742), ('Force Palm', 1), ('Future Sight', 193), ('Giga Drain', 1), ('Glaive Rush', 1), ('Grass Knot', 64), ('Gunk Shot', 11), ('Haze', 1), ('Healing Wish', 1), ('Heart Swap', 1), ('Hex', 296), ('Hydro Steam', 1), ('Hyper Beam', 1), ('Hyper Voice', 3), ('Iron Head', 1), ('Knock Off', 1), ('Lash Out', 1), ('Lava Plume', 1), ('Light Screen', 7), ('Mach Punch', 1), ('Magma Storm', 1), ('Malignant Chain', 1), ('Mega Drain', 1), ('Metal Claw', 1), ('Meteor Mash', 1), ('Metronome', 23), ('Moonblast', 1), ('Morning Sun', 1), ('Mountain Gale', 3), ('Mud-Slap', 28), ('Nasty Plot', 247), ('Night Shade', 7), ('No Retreat', 1), ('Parting Shot', 699), ('Play Rough', 1), ('Pluck', 1), ('Poison Fang', 1), ('Poison Jab', 4), ('Poltergeist', 3), ('Power Trick', 1), ('Protect', 51), ('Psybeam', 1), ('Psychic', 1645), ('Psychic Noise', 500), ('Psyshock', 516), ('Psystrike', 1), ('Roar', 1), ('Roar Of Time', 1), ('Scale Shot', 2), ('Scorching Sands', 1), ('Shadow Ball', 454), ('Shadow Claw', 2), ('Shadow Sneak', 1), ('Simple Beam', 1), ('Slash', 1), ('Sludge Bomb', 1112), ('Sludge Wave', 1066), ('Smart Strike', 1), ('Snipe Shot', 1), ('Solar Blade', 1), ('Spikes', 1), ('Steel Roller', 2), ('Stored Power', 8), ('Struggle', 2), ('Substitute', 30), ('Tailwind', 1), ('Taunt', 102), ('Tearful Look', 1), ('Tera Blast', 120), ('Thunderbolt', 1), ('Toxic', 16), ('Toxic Spikes', 1), ('Trailblaze', 14), ('Tri Attack', 1), ('Trick', 938), ('U-Turn', 1243), ('Venoshock', 62), ('Vine Whip', 1), ('Vise Grip', 2), ('Volt Switch', 1), ('Wildbolt Storm', 1), ('Will-O-Wisp', 1), ('Zen Headbutt', 1)]",48.16262705238468,0.49599270864277795,1015,Poison,Psychic,555.0,88.0,75.0,66.0,130.0,90.0,106.0
Murkrow,[Gen 2] NU,83,37,63,"[('Curse', 3), ('Detect', 1), ('Drill Peck', 61), ('Feint Attack', 3), ('Haze', 8), ('Hidden Power', 27), ('Icy Wind', 2), ('Night Shade', 4), ('Pursuit', 29), ('Quick Attack', 2), ('Rest', 1), ('Shadow Ball', 9), ('Sleep Talk', 1), ('Thief', 5), ('Toxic', 6), ('Whirlwind', 6)]",37.0,6.129985228951256,198,Dark,Flying,405.0,60.0,85.0,42.0,85.0,42.0,91.0
Murkrow,[Gen 2] OU,133,58,82,"[('Curse', 1), ('Detect', 3), ('Drill Peck', 66), ('Feint Attack', 18), ('Fly', 1), ('Frustration', 1), ('Haze', 1), ('Hidden Power', 19), ('Icy Wind', 3), ('Night Shade', 7), ('Peck', 2), ('Protect', 2), ('Pursuit', 41), ('Quick Attack', 2), ('Rest', 5), ('Return', 1), ('Shadow Ball', 20), ('Sky Attack', 1), ('Sleep Talk', 2), ('Steel Wing', 1), ('Thief', 7), ('Toxic', 23), ('Whirlwind', 1), ('Wing Attack', 2)]",41.42857142857143,0.30883548124927435,198,Dark,Flying,405.0,60.0,85.0,42.0,85.0,42.0,91.0
Murkrow,[Gen 2] UBERS,19,9,10,"[('Drill Peck', 13), ('Feint Attack', 1), ('Haze', 1), ('Hidden Power', 2), ('Mean Look', 3), ('Pursuit', 6), ('Rest', 1), ('Sleep Talk', 1), ('Swagger', 1), ('Thief', 1), ('Toxic', 6), ('Whirlwind', 3)]",47.368421052631575,0.781571369806664,198,Dark,Flying,405.0,60.0,85.0,42.0,85.0,42.0,91.0
Murkrow,[Gen 2] UU,17,7,10,"[('Drill Peck', 6), ('Feint Attack', 1), ('Hidden Power', 5), ('Mud-Slap', 1), ('Night Shade', 1), ('Pursuit', 5), ('Rest', 1), ('Shadow Ball', 2), ('Sleep Talk', 1), ('Thief', 1), ('Toxic', 1)]",41.17647058823529,0.845771144278607,198,Dark,Flying,405.0,60.0,85.0,42.0,85.0,42.0,91.0
Murkrow,[Gen 3] NU,197,78,137,"[('Double-Edge', 12), ('Drill Peck', 135), ('Fly', 1), ('Haze', 1), ('Hidden Power', 39), ('Mirror Move', 1), ('Pursuit', 4), ('Shadow Ball', 46), ('Substitute', 1), ('Taunt', 2), ('Thief', 1), ('Thunder Wave', 7)]",36.27906976744186,10.765027322404372,198,Dark,Flying,405.0,60.0,85.0,42.0,85.0,42.0,91.0
Murkrow,[Gen 3] OU,310,141,178,"[('Aerial Ace', 2), ('Astonish', 1), ('Calm Mind', 8), ('Confuse Ray', 1), ('Double-Edge', 5), ('Drill Peck', 162), ('Feint Attack', 3), ('Hidden Power', 76), ('Icy Wind', 1), ('Mean Look', 8), ('Mirror Move', 1), ('Night Shade', 7), ('Peck', 5), ('Perish Song', 11), ('Protect', 7), ('Psych Up', 1), ('Pursuit', 25), ('Shadow Ball', 32), ('Snatch', 1), ('Steel Wing', 1), ('Substitute', 7), ('Swagger', 1), ('Taunt', 12), ('Thief', 1), ('Thunder Wave', 31), ('Torment', 7), ('Toxic', 12), ('Whirlwind', 3)]",44.20062695924764,0.16004047475232447,198,Dark,Flying,405.0,60.0,85.0,42.0,85.0,42.0,91.0
Murkrow,[Gen 3] UBERS,5,2,3,"[('Drill Peck', 1), ('Feint Attack', 1), ('Hidden Power', 1), ('Pursuit', 1), ('Shadow Ball', 2), ('Steel Wing', 1)]",40.0,0.06721333512568893,198,Dark,Flying,405.0,60.0,85.0,42.0,85.0,42.0,91.0
Murkrow,[Gen 3] UU,22,8,15,"[('Double-Edge', 1), ('Drill Peck', 9), ('Hidden Power', 8), ('Pursuit', 2), ('Shadow Ball', 4), ('Taunt', 1), ('Thief', 3)]",34.78260869565217,0.8600469116497262,198,Dark,Flying,405.0,60.0,85.0,42.0,85.0,42.0,91.0
Murkrow,[Gen 4] NU,22,14,9,"[('Brave Bird', 16), ('Heat Wave', 6), ('Hidden Power', 5), ('Pursuit', 2), ('Roost', 1), ('Sucker Punch', 11)]",60.86956521739131,1.0816125860373649,198,Dark,Flying,405.0,60.0,85.0,42.0,85.0,42.0,91.0
Murkrow,[Gen 4] OU,43,23,20,"[('Air Cutter', 3), ('Assurance', 1), ('Brave Bird', 10), ('Confuse Ray', 2), ('Dark Pulse', 10), ('Drill Peck', 3), ('Feint Attack', 1), ('Fly', 1), ('Haze', 1), ('Heat Wave', 4), ('Hidden Power', 6), ('Mean Look', 4), ('Night Shade', 1), ('Perish Song', 4), ('Protect', 3), ('Pursuit', 1), ('Shadow Ball', 1), ('Steel Wing', 1), ('Sucker Punch', 7), ('Tailwind', 1), ('Taunt', 2), ('Thunder Wave', 1), ('Whirlwind', 1), ('Wing Attack', 4)]",53.48837209302325,0.02508473389764262,198,Dark,Flying,405.0,60.0,85.0,42.0,85.0,42.0,91.0
Murkrow,[Gen 4] UBERS,64,25,39,"[('Aerial Ace', 1), ('Brave Bird', 4), ('Confuse Ray', 12), ('Dark Pulse', 2), ('Drill Peck', 23), ('Feather Dance', 1), ('Feint Attack', 3), ('Haze', 4), ('Heat Wave', 1), ('Hidden Power', 1), ('Perish Song', 2), ('Protect', 2), ('Pursuit', 12), ('Roost', 3), ('Shadow Ball', 3), ('Substitute', 1), ('Sucker Punch', 4), ('Taunt', 5), ('Thunder Wave', 16), ('Wing Attack', 9)]",39.0625,0.4679046644246235,198,Dark,Flying,405.0,60.0,85.0,42.0,85.0,42.0,91.0
Murkrow,[Gen 4] UU,89,51,54,"[('Brave Bird', 66), ('Dark Pulse', 2), ('Drill Peck', 6), ('Heat Wave', 13), ('Hidden Power', 10), ('Pursuit', 27), ('Roost', 2), ('Sucker Punch', 42), ('Taunt', 3), ('Thunder Wave', 1)]",48.57142857142857,1.2505269074048053,198,Dark,Flying,405.0,60.0,85.0,42.0,85.0,42.0,91.0
Murkrow,[Gen 9] OU,2494,1048,1447,"[('Acrobatics', 5), ('Air Cutter', 1), ('Air Slash', 51), ('Bitter Malice', 5), ('Brave Bird', 46), ('Brick Break', 2), ('Calm Mind', 23), ('Confuse Ray', 46), ('Dark Pulse', 74), ('Drill Peck', 2), ('Feather Dance', 35), ('Flatter', 1), ('Fly', 3), ('Focus Blast', 1), ('Foul Play', 550), ('Giga Impact', 1), ('Haze', 413), ('Heat Wave', 20), ('Hex', 9), ('Hurricane', 19), ('Hyper Voice', 1), ('Knock Off', 4), ('Mean Look', 92), ('Memento', 1), ('Mud-Slap', 6), ('Nasty Plot', 32), ('Night Shade', 36), ('Perish Song', 305), ('Protect', 82), ('Psychic', 2), ('Psychic Noise', 4), ('Rain Dance', 32), ('Rest', 16), ('Scary Face', 2), ('Screech', 8), ('Shadow Ball', 7), ('Shadow Claw', 1), ('Sky Attack', 2), ('Sleep Talk', 9), ('Sludge Bomb', 1), ('Snarl', 2), ('Spite', 3), ('Struggle', 2), ('Substitute', 28), ('Sucker Punch', 50), ('Sunny Day', 71), ('Tailwind', 977), ('Taunt', 421), ('Thunder Wave', 1003), ('Torment', 5), ('Toxic', 1), ('U-Turn', 258), ('Whirlwind', 54)]",42.00400801603206,0.1939488578480853,198,Dark,Flying,405.0,60.0,85.0,42.0,85.0,42.0,91.0
Musharna,[Gen 9] OU,2,1,1,"[('Barrier', 1), ('Calm Mind', 1), ('Dazzling Gleam', 1), ('Moonlight', 1), ('Psyshock', 1)]",50.0,0.00015553236395195294,518,Psychic,,487.0,116.0,55.0,85.0,107.0,95.0,29.0
Nacli,[Gen 9] OU,53,19,35,"[('Body Slam', 4), ('Bulldoze', 2), ('Curse', 7), ('Diamond Storm', 1), ('Dig', 3), ('Earthquake', 10), ('Iron Head', 4), ('Meteor Beam', 1), ('Mud Shot', 2), ('Power Gem', 1), ('Protect', 3), ('Rain Dance', 2), ('Recover', 5), ('Rest', 1), ('Rock Slide', 2), ('Sandstorm', 6), ('Smack Down', 2), ('Stealth Rock', 21), ('Stone Edge', 4)]",35.18518518518518,0.004121607644726753,932,Rock,,280.0,55.0,55.0,75.0,35.0,35.0,25.0
Naclstack,[Gen 9] OU,632,281,351,"[('Ancient Power', 1), ('Bitter Malice', 1), ('Body Press', 172), ('Body Slam', 2), ('Bulldoze', 1), ('Curse', 43), ('Double-Edge', 1), ('Earth Power', 1), ('Earthquake', 15), ('Endure', 1), ('Flamethrower', 1), ('Iron Defense', 191), ('Nasty Plot', 2), ('Protect', 113), ('Recover', 272), ('Rest', 3), ('Rock Polish', 1), ('Rock Slide', 2), ('Salt Cure', 489), ('Sandstorm', 3), ('Shadow Ball', 4), ('Shadow Sneak', 1), ('Sleep Talk', 1), ('Sludge Bomb', 1), ('Stealth Rock', 104), ('Stone Edge', 3), ('Struggle', 1), ('Substitute', 27), ('Sunny Day', 2), ('Swords Dance', 1), ('Tera Blast', 1), ('Zen Headbutt', 2)]",44.462025316455694,0.04914822700881714,933,Rock,,355.0,60.0,60.0,100.0,35.0,65.0,35.0
Natu,[Gen 2] NU,7,3,4,"[('Drill Peck', 1), ('Giga Drain', 1), ('Nightmare', 1), ('Psychic', 4), ('Steel Wing', 1), ('Thief', 1)]",42.857142857142854,0.51698670605613,177,Psychic,Flying,320.0,40.0,50.0,45.0,70.0,45.0,70.0
Natu,[Gen 2] OU,13,8,5,"[('Drill Peck', 3), ('Future Sight', 1), ('Giga Drain', 1), ('Hidden Power', 1), ('Protect', 2), ('Psychic', 11), ('Quick Attack', 1), ('Rest', 2), ('Sleep Talk', 2), ('Thief', 1), ('Toxic', 1)]",61.53846153846154,0.03018692673865088,177,Psychic,Flying,320.0,40.0,50.0,45.0,70.0,45.0,70.0
Natu,[Gen 3] NU,25,9,17,"[('Baton Pass', 2), ('Calm Mind', 15), ('Drill Peck', 1), ('Giga Drain', 7), ('Hidden Power', 1), ('Psychic', 20), ('Substitute', 11), ('Swagger', 1), ('Thunder Wave', 1)]",34.61538461538461,1.366120218579235,177,Psychic,Flying,320.0,40.0,50.0,45.0,70.0,45.0,70.0
